category,question,answer
PROSES PENGADUAN NASABAH,Bagaimana Allo Bank menangani keluhan dari Nasabah?,"Lisan 5 Hari Kerja
Catatan:
Jangka waktu tersebut di atas juga berlaku untuk pengaduan yang memiliki unsur ketidakpahaman Konsumen berupa: 
Permintaan informasi mengenai produk dan/atau jasa yang dimanfaatkan oleh Konsumen dan/atau ketentuan internal Allo Bank mengenai produk dan/atau jasa yang disediakan oleh Allo Bank;
Tata cara pengaduan Konsumen kepada Allo Bank; dan/atau
Informasi lain mengenai produk dan/atau jasa yang perlu diketahui oleh Konsumen.
Tulisan 10 Hari Kerja sejak dokumen diterima lengkap. Allo Bank memberikan waktu 10 hari kerja untuk Konsumen mengirimkan kelengkapan dokumen dan dapat diperpanjang paling lama 10 hari kerja jika:
Kantor Allo Bank yang menerima pengaduan tidak sama dengan kantor Allo Bank tempat terjadinya permasalahan yang diadukan dan terdapat kendala komunikasi di antara kedua kantor Allo Bank tersebut;
Pengaduan yang disampaikan oleh Konsumen memerlukan penelitian khusus terhadap dokumen Allo Bank; dan/atau
terdapat hal-hal lain yang berada di luar kendali Allo Bank.
Penyelesaian pengaduan di luar jangka waktu tersebut di atas dapat dilakukan oleh Allo Bank jika:
Penyelesaian Pengaduan memerlukan tindak lanjut oleh pihak lain; dan
Tindak lanjut yang dilakukan oleh pihak lain tersebut memengaruhi jangka waktu penyelesaian pengaduan oleh Allo Bank.
 Dalam hal Allo Care membutuhkan dokumen pendukung atas pengaduan yang disampaikan oleh Konsumen secara lisan, maka Allo Care berhak meminta kepada Konsumen untuk menyampaikan pengaduan secara tertulis dengan melampirkan dokumen yang diperlukan. Dokumen yang diperlukan antara lain :
Nasabah
Pengaduan secara tertulis wajib melengkapi dokumen identitas diri, informasi serta dokumen pendukung lainnya seperti :
Foto/Scan KTP
Surat Pernyataan dan/atau
Surat Permohonan Dokumen lainnya dengan jenis dan tanggal transaksi dan/atau yang berkaitan langsung dengan pengaduan yang disampaikan.
Perwakilan
Nasabah Apabila pengaduan diajukan oleh Perwakilan Nasabah, maka selain dokumen yang diatas Perwakilan Nasabah juga menyerahkan dokumen lainnya seperti :
Foto/Scan KTP Nasabah dan Perwakilan Nasabah
Surat Kuasa dari Nasabah kepada Perwakilan Nasabah yang menyatakan bahwa Nasabah memberikan kewenangan bertindak untuk/dan atas nama Nasabah
Apabila Perwakilan Nasabah dari lembaga atau badan hukum, maka harus melampirkan dokumen yang menyatakan kewenangan dari pihak yang berwenang untuk mewakili lembaga dan/atau badan hukum tersebut"
PROSES PENGADUAN NASABAH,Bagaimana Allo Bank menyelesaikan pengaduan dari Nasabah?,"Allo Bank akan menyampaikan tanggapan atas pengaduan yang diberikan oleh Nasabah sesuai hasil pemeriksaan.

Atas hasil pemeriksaan :
Jika Nasabah menerima hasil penyelesaian dan/atau tanggapan Allo Bank makan proses SELESAI.
Jika Nasabah tidak menerima hasil penyelesaian dan/atau tanggapan Allo Bank maka:
Nasabah dapat mengajukan keberatan dengan melampirkan dokumen baru yang belum disampaikan sebelumnya.
Dapat menyampaikan pengaduan melakui BI atau OJK
Mengupayakan penyelesaian sengketa baik di dalam maupun di luar pengadilan.
Nasabah dapat menyampaikan penyelesaian sengketa melalui Lembaga Alternatif Penyelesaian Sengketa Sektor Jasa Keuangan (LAPS SJK) yang telah mendapatkan ijin dari OJK. Konsumen dapat menghubungi LAPS SJK melalui :
Alamat   : Gedung Menara Karya lt. 25 Unit G-H Jl. HR. Rasuna Said Blok X-5 Kav 1-2 Jakarta 12950
Telepon  : 021-2527700
Email      : info@lapssjk.id
Informasi lebih lanjut mengenai LAPS SJK dapat diakses melalui https://lapssjk.id/"
REGISTRASI,Siapa saja yang dapat membuka rekening di aplikasi Allo Bank?,"Anda dapat membuat rekening di aplikasi Allo Bank selama Anda memenuhi syarat berikut:
1. Warga Negara Indonesia
2. Memiliki KTP berlaku
3. Memiliki Smartphone"
REGISTRASI,"Saya tinggal di luar negeri, apakah saya bisa registrasi dan menggunakan aplikasi Allo?","Untuk melakukan registrasi di aplikasi Allo Bank, Anda harus merupakan Warga Negara Indonesia (WNI) dan hanya bisa menggunakan nomor handphone Indonesia."
REGISTRASI,OS versi apa saja yang didukung oleh aplikasi Allo ?,"Untuk menggunakan aplikasi Allo Bank, perangkat Anda harus memiliki minimal salah satu OS (Operating Systems) berikut:
- iOS versi 13.0 atau yang lebih tinggi
- Android versi 8.0 atau yang lebih tinggi

Apabila Anda sudah memenuhi kriteria di atas dan masih belum dapat menggunakan aplikasi Allo Bank, mohon hubungi Allo Care melalui:
Telepon: 080 4110 4110
Whatsapp: 0822 0822 4110 (Chat Only)
Email: allocare@allobank.com"
REGISTRASI,Bagaimana jika Smartphone yang saya miliki masih belum mendukung untuk menggunakan aplikasi Allo?,"Mohon maaf, jika Smartphone Anda belum mendukung, Anda belum bisa menggunakan aplikasi Allo Bank melalui Smartphone tersebut."
REGISTRASI,Bagaimana cara saya mengunduh aplikasi Allo?,Anda bisa mengunduh aplikasi Allo melalui Google Play Store dan App Store.
REGISTRASI,Apakah ada biaya tambahan yang dikenakan saat proses registrasi akun Allo Bank?,"Tidak, Anda tidak dikenakan biaya apapun saat registrasi akun Allo Bank."
REGISTRASI,Apakah saya perlu memakai nomor handpone dari operator tertentu untuk melakukan registrasi Allo Bank?,"Tidak, Anda dapat melakukan registrasi di Allo Bank menggunakan nomor ponsel dari semua operator di Indonesia."
REGISTRASI,Mengapa saya perlu memasukkan email saat melakukan pembukaan rekening Allo Bank?,"Email Anda diperlukan untuk mendapatkan informasi transaksi, promo, dan event eksklusif Allo Bank."
REGISTRASI,Apa saja kriteria format PIN yang ditentukan pada aplikasi Allo?,Format PIN yang berlaku pada aplikasi Allo Bank terdiri dari 6 (enam) digit angka. Anda disarankan untuk tidak menggunakan tanggal lahir atau informasi yang diketahui oleh orang lain sebagai PIN Allo Bank.
REGISTRASI,Apakah saya bisa menggunakan nomor ponsel atau alamat email yang sudah terdaftar di aplikasi Allo untuk melakukan registrasi?,"Tidak, Anda tidak dapat mendaftar menggunakan nomor telepon atau alamat email yang telah Anda daftarkan di Allo Bank. Jika Anda sudah mendaftar, silakan gunakan nomor telepon yang terdaftar untuk mengakses aplikasi Allo Bank."
REGISTRASI,Apakah saya bisa membuat akun Allo Bank lagi dengan nomor yang berbeda?,"Anda bisa membuat akun Allo Bank baru dengan nomor yang berbeda, tetapi akun tersebut hanya bisa menjadi akun Allo Pay."
REGISTRASI,Apakah saya dapat langsung menggunakan aplikasi Allo Bank setelah proses registrasi selesai?,"Ya, Anda bisa langsung menggunakan aplikasi Allo Bank setelah proses registrasi Anda berhasil."
REGISTRASI,Mengapa saya harus mengisi informasi pribadi saat proses registrasi?,"Allo Bank mengumpulkan informasi pribadi Anda sebagai bagian dari proses pembukaan rekening bank yang diwajibkan oleh Otoritas Jasa Keuangan (OJK).

Allo Bank tidak akan menggunakan informasi pribadi Anda tanpa seizin Anda, sebagaimana tercantum pada Kebijakan Privasi dan pernyataan lainnya."
REGISTRASI,"Proses registrasi saya sempat terputus, bagaimana saya melanjutkannya?",Anda dapat langsung masuk ke aplikasi Allo Bank dan melanjutkan proses registrasi sesuai instruksi yang ada di aplikasi.
REGISTRASI,"Apa yang harus saya lakukan apabila ketika mendaftar terdapat keterangan ""Data sudah terdaftar""?","Tidak perlu khawatir, Anda dapat menghubungi Allo Care kami untuk melakukan laporan melalui:
Telepon: 080 4110 4110
Whatsapp: 0822 0822 4110 (Chat Only)
Email: allocare@allobank.com

Selanjutnya, setelah laporan sudah diterima akan dilakukan investigasi lebih lanjut."
REGISTRASI,Apa yang harus saya lakukan apabila KTP saya tidak terdaftar / tidak sesuai dengan data Dukcapil?,"Sebagai persyaratan membuka rekening di Allo Bank, data e-KTP Anda harus sesuai dengan yang terdaftar di Dukcapil. Apabila e-KTP Anda tidak sesuai, disarankan untuk konfirmasi ke pihak Dukcapil untuk pengeperiksaan data Anda terlebih dahulu."
REGISTRASI,"Nomor ponsel lama saya sudah tidak aktif atau kadaluwarsa, apakah saya bisa login aplikasi Allo Bank?","Ya, Anda tidak perlu khawatir. Jika nomor ponsel Anda sudah tidak aktif atau kadaluwarsa Anda tetap bisa login menggunakan nomor ponsel dan Password yang terdaftar di aplikasi Allo Bank"
REGISTRASI,"Saya lupa password dan nomor ponsel saya sudah tidak aktif atau kadaluwarsa, apakah saya bisa login ke aplikasi Allo Bank?","Anda tidak bisa login ke aplikasi Allo Bank karena untuk login Anda membutuhkan password. Jika Anda lupa password, Anda dapat mengganti password. Jika nomor ponsel Anda sudah tidak aktif, Anda dapat menghubungi provider Anda untuk mengaktifkan nomor ponsel Anda. Oleh karena itu, pastikan Anda menjaga password Anda. Pastikan juga Anda selalu menggunakan nomor ponsel yang aktif untuk akun Allo Anda.
Jika Anda mengalami kendala tersebut, Anda dapat menghubungi Allo Care melalui:
Telepon: 080 4110 4110
Email: allocare@allobank.com"
REGISTRASI,"Saya ingin mengganti perangkat/device ponsel saya, tapi nomor ponsel saya tetap sama. Bagaimana cara saya untuk login kembali ke aplikasi Allo?","Anda dapat langsung melakukan login ke aplikasi Allo Bank pada perangkat baru Anda dengan cara:
1. Memasukkan nomor HP dan password yang terdaftar
2. Lalu apabila ponsel Anda telah mengatur aplikasi Allo Bank untuk verifikasi wajah/fingerprint, Anda akan diminta untuk melakukan verifikasi wajah/fingerprint untuk menjaga keamanan akun."
REGISTRASI,Apa yang harus saya lakukan jika saya tidak menerima kode verifikasi (SMS / Email OTP)?,"Pengiriman SMS OTP/Email mungkin memerlukan waktu hingga 3 menit untuk dikirim ke perangkat Anda. Sementara itu, silakan periksa hal-hal berikut:
1. Anda memiliki koneksi jaringan yang stabil
2. Pastikan nomor email/telepon yang Anda gunakan aktif dan sesuai agar dapat menerima kode OTP.
3. Pastikan kotak pesan masuk yang ada di ponsel/email Anda tidak penuh.

Apabila Anda masih belum juga menerima kode verifikasi (SMS OTP/Email) setelah 3 menit, Anda dapat mengirimkan kembali OTP (One-Time Password) dengan menekan tombol ""Kirim Ulang""."
REGISTRASI,"Apa yang harus saya lakukan ketika saya menghadapi kendala Login dengan keterangan ""Halaman Web Tidak Tersedia?""",Pastikan Anda terhubung dengan jaringan internet yang stabil dan coba lagi.
REGISTRASI,Mengapa saya tidak bisa Login menggunakan Biometrik seperti biasanya?,"Pastikan Anda terhubung dengan jaringan internet yang stabil dan coba lagi. Jika kendala masih terjadi, gunakan password Anda untuk login dan atur ulang verifikasi biometrik Anda."
REGISTRASI,Mengapa username dan Password saya diinfokan salah disaat saya telah menginput informasi yang benar?,"Pastikan password yang dimasukkan sudah benar. Jika masih belum berhasil, Anda dapat menekan tombol ""Lupa Password"" dan mengatur ulang password Anda."
REGISTRASI,Apa yang harus saya lakukan apabila saya tidak bisa menekan tombol 'Login'?,Anda dapat menutup aplikasi Allo Bank dan membukanya kembali. Pastikan juga Anda terhubung dengan jaringan internet yang stabil dan coba lagi.
REGISTRASI,Apa yang harus saya lakukan apabila saat Login yang muncul hanya layar putih?,Anda dapat menutup aplikasi Allo Bank dan membukanya kembali. Pastikan juga Anda terhubung dengan jaringan internet yang stabil dan coba lagi.
REGISTRASI,Anda dapat menutup aplikasi Allo Bank dan membukanya kembali. Pastikan juga Anda terhubung dengan jaringan internet yang stabil dan coba lagi.,Anda dapat menutup aplikasi Allo Bank dan membukanya kembali. Pastikan juga Anda terhubung dengan jaringan internet yang stabil dan coba lagi.
REGISTRASI,Mengapa nomor ponsel saya tidak terdaftar di Allo Bank padahal sebelumnya saya sudah melakukan registrasi?,"Pastikan nomor ponsel yang Anda masukkan sudah benar. Jika nomor ponsel sudah benar dan Anda masih mengalami kendala, Anda dapat menghubungi Allo Care kami untuk melakukan laporan melalui:
Telepon: 080 4110 4110
Email: allocare@allobank.com

Selanjutnya, setelah laporan sudah diterima akan dilakukan investigasi lebih lanjut."
